#name,x,y,z,heading,pitch,roll
DJI_0005.jpg,-2.09046107210966,16.6431110296398,8.97839747089893,26.9441858207702,89.4568319720622,-161.747101925858
DJI_0006.jpg,-2.11969650406028,16.5703097968362,8.99077075719833,33.0101551879645,89.4403350616282,-163.337457036053
DJI_0007.jpg,-2.07825897037856,16.5660224696621,8.98817931022495,35.8372948681308,89.3949195101164,-162.421355913758
DJI_0008.jpg,-2.06812768904533,16.5745171681046,8.96730288118124,37.2345703708202,89.3800302515382,-160.9751689172
DJI_0009.jpg,-2.02474652109316,16.6317560872994,12.3283569933847,41.2014009747786,89.4553507037715,-156.981413970043
DJI_0010.jpg,-2.11861748500421,16.5382064599544,12.4420941583812,39.0154996949367,89.4637487612346,-159.59455840873
DJI_0011.jpg,-2.05146433040775,16.501593078021,15.1914820382372,36.3516396781105,89.4890225961541,-161.996672177793
DJI_0012.jpg,-2.05819155448435,16.605603327509,17.5024671033025,33.0735381156448,89.4384761125754,-165.27393805701
DJI_0013.jpg,-2.03384911057286,16.6685010800138,19.7916222000495,29.8469564895838,89.4557525468505,-168.688637067536
DJI_0014.jpg,-2.07548301580537,16.6075751213357,22.3961963048205,29.2485622843112,89.4320174821941,-169.34082869193
DJI_0015.jpg,-2.0531338708836,16.5965769486502,24.8336458224803,28.0491557204379,89.434325122252,-170.501081466837
DJI_0016.jpg,-2.08611285110262,16.5599566311576,27.2857617540285,28.0499349619073,89.4206674893156,-170.7378482871
DJI_0017.jpg,-2.16224475923448,16.5310054644942,29.6180307744071,30.0145612611532,89.421997536954,-168.524960506572
DJI_0018.jpg,-1.40561240233394,16.2229387387633,30.1085095135495,28.3601039359722,89.3894819612802,-109.483972022988
DJI_0019.jpg,-1.42881442621293,16.3643429917283,30.1040688594803,133.270674366616,63.5219838508992,-1.23409613407264
DJI_0020.jpg,-1.45539488328848,16.4739136900753,30.0651264833286,133.828066789419,39.612407283566,-0.838464045004194
DJI_0021.jpg,-1.46663265414174,16.3186843306758,30.0388115076348,133.622640614198,44.567081784561,-0.761025858738067
DJI_0022.jpg,-1.36137704939723,16.3548990497366,30.073234337382,133.757795565722,44.6599235734156,-0.598957536861025
DJI_0023.jpg,-1.83475611397124,15.8140460541472,30.0488175684586,-167.808715702657,44.6131483279679,0.283410655283088
DJI_0024.jpg,-1.78209912068208,15.8545367070474,30.0611705416813,-165.346319138544,28.3984576290972,0.161820937125231
DJI_0025.jpg,-1.82723536704135,15.8833021814935,30.0355712538585,-165.023036245529,56.1283967140325,0.672859762368066
DJI_0026.jpg,2.43414689433407,-11.6328729894012,39.3206693772227,36.0903894559548,50.6770971566082,-0.899956137708457
DJI_0027.jpg,2.35018243565258,-11.6757909390144,39.3307379353791,34.9636279926575,62.6074400584672,-0.801246432474779
DJI_0028.jpg,2.33739251943185,-11.6159990280867,39.3407556815073,35.5730646487878,28.156669003077,-0.586580337709715
DJI_0029.jpg,2.17562757542981,-11.6638932563365,39.2971804747358,35.9507336279849,43.0833544019027,-0.400385101756119
DJI_0030.jpg,5.72285496349792,-10.6288360715844,38.7685355460271,-39.1766406395924,43.6750590988893,-0.380822210829072
DJI_0031.jpg,5.68716529806043,-10.5246203406714,38.7316818814725,-41.5643561085208,56.2569885439653,-0.278724469200439
DJI_0032.jpg,5.5854045423064,-10.521018603351,38.74507759884,-41.8831166334786,22.6958178992201,-0.32751897613649
DJI_0033.jpg,5.56926639755971,-10.487785895355,38.7810395145789,-41.7159015711558,30.231654379554,-0.178980549474099
DJI_0034.jpg,5.63218041464385,-10.5723007740453,38.7636834559962,-41.544293292973,35.4966755673666,-0.054170944545231
