#name,x,y,z,heading,pitch,roll
100_0004_0062.jpg,11.63528506,-64.83305897,49.61327522,-5.021881471,30.02809494,-0.828477851
100_0004_0061.jpg,14.66766938,-64.77810198,49.58488812,-4.703489253,29.98579129,-0.816868561
100_0004_0064.jpg,11.51058876,-63.6571126,49.52232973,-5.872102815,30.08430656,-0.752762839
100_0004_0060.jpg,24.19035089,-64.75061544,49.5690215,-4.304286426,30.00956461,-0.801140788
100_0004_0059.jpg,33.5128674,-64.56889345,49.55677164,-4.609441991,30.10289844,-0.752765381
100_0004_0057.jpg,33.85002996,-64.78753725,49.59637828,-4.920300568,30.10726752,-0.704099471
100_0004_0056.jpg,33.85135735,-59.96880127,49.60451216,-4.830899547,30.10553708,-0.718974627
100_0004_0058.jpg,33.81346773,-64.52007286,49.58975995,-4.309121613,30.10683406,-0.690224606
100_0004_0063.jpg,11.701463,-64.80957572,49.60655626,-5.777144142,30.05961994,-0.786846603
100_0004_0055.jpg,33.7679775,-50.17693892,49.59324329,-4.981861426,30.12248596,-0.674400873
100_0004_0147.jpg,-16.46245957,-25.35013382,49.6158645,84.92075864,30.31100838,-0.310213762
100_0004_0005.jpg,-2.804086519,-15.74034695,49.67601428,85.2301463,-0.14948329,-0.823282914
100_0004_0230.jpg,69.42045169,-1.975942865,49.49197224,-97.26083183,30.45374349,-0.18114603
100_0004_0148.jpg,-6.776299189,-25.1676119,49.61936201,84.68210454,30.30411646,-0.307821839
100_0004_0007.jpg,16.70722219,-15.30033403,49.59422647,85.56583418,3.02E-02,-0.844396288
100_0004_0048.jpg,33.29016804,11.58071268,49.61192638,-5.366473569,30.19266082,-0.264637093
100_0004_0049.jpg,33.16502441,8.596538895,49.63591202,-5.211303091,30.18247976,-0.294507915
100_0004_0047.jpg,33.29236954,11.65266109,49.59690849,-6.028290337,29.88265467,-0.279199176
100_0004_0050.jpg,33.17101874,-1.72518581,49.62135932,-5.27563346,30.20941487,-0.398570123
100_0004_0051.jpg,33.29023161,-11.34230819,49.61517189,-4.786085254,30.20151848,-0.507924234
100_0004_0052.jpg,33.4603505,-21.0688316,49.67312619,-4.733414267,30.19207432,-0.556509123
100_0004_0045.jpg,35.77308954,16.78305665,49.63832177,-132.303799,0.263699918,-0.61598236
